dataset_name,table_name,column_name,table_description,column_description
CC_I2O_DATA_PRE_STG,ad_sb_keyword_report,keywordText,"""Stage table focused on ad sb keyword highlighted by fields such as geographic region, sales marketplace, reporting period.""",Keywordtext
CC_I2O_DATA_PRE_STG,ad_sb_keyword_report,keywordBid,"""Stage table focused on ad sb keyword highlighted by fields such as geographic region, sales marketplace, reporting period.""",Keywordbid
CC_I2O_DATA_PRE_STG,ad_sb_keyword_report,keywordStatus,"""Stage table focused on ad sb keyword highlighted by fields such as geographic region, sales marketplace, reporting period.""",Keywordstatus
CC_I2O_DATA_PRE_STG,ad_sb_keyword_report,matchType,"""Stage table focused on ad sb keyword highlighted by fields such as geographic region, sales marketplace, reporting period.""",Matchtype
CC_I2O_DATA_PRE_STG,ad_sb_keyword_report,impressions,"""Stage table focused on ad sb keyword highlighted by fields such as geographic region, sales marketplace, reporting period.""",Impressions metric
CC_I2O_DATA_PRE_STG,ad_sb_keyword_report,clicks,"""Stage table focused on ad sb keyword highlighted by fields such as geographic region, sales marketplace, reporting period.""",Clicks metric
CC_I2O_DATA_PRE_STG,ad_sb_keyword_report,cost,"""Stage table focused on ad sb keyword highlighted by fields such as geographic region, sales marketplace, reporting period.""",Metric amount metric
CC_I2O_DATA_PRE_STG,ad_sb_keyword_report,attributedDetailPageViewsClicks14d,"""Stage table focused on ad sb keyword highlighted by fields such as geographic region, sales marketplace, reporting period.""",Attributeddetailpageviewsclicks14d
CC_I2O_DATA_PRE_STG,ad_sb_keyword_report,attributedSales14d,"""Stage table focused on ad sb keyword highlighted by fields such as geographic region, sales marketplace, reporting period.""",Attributedsales14d
CC_I2O_DATA_PRE_STG,ad_sb_keyword_report,attributedSales14dSameSKU,"""Stage table focused on ad sb keyword highlighted by fields such as geographic region, sales marketplace, reporting period.""",Attributedsales14dsamesku
CC_I2O_DATA_PRE_STG,ad_sb_keyword_report,attributedConversions14d,"""Stage table focused on ad sb keyword highlighted by fields such as geographic region, sales marketplace, reporting period.""",Attributedconversions14d
CC_I2O_DATA_PRE_STG,ad_sb_keyword_report,attributedConversions14dSameSKU,"""Stage table focused on ad sb keyword highlighted by fields such as geographic region, sales marketplace, reporting period.""",Attributedconversions14dsamesku
CC_I2O_DATA_PRE_STG,ad_sb_keyword_report,attributedOrdersNewToBrand14d,"""Stage table focused on ad sb keyword highlighted by fields such as geographic region, sales marketplace, reporting period.""",Attributedordersnewtobrand14d
CC_I2O_DATA_PRE_STG,ad_sb_keyword_report,attributedOrdersNewToBrandPercentage14d,"""Stage table focused on ad sb keyword highlighted by fields such as geographic region, sales marketplace, reporting period.""",Attributedordersnewtobrandpercentage14d
CC_I2O_DATA_PRE_STG,ad_sb_keyword_report,attributedOrderRateNewToBrand14d,"""Stage table focused on ad sb keyword highlighted by fields such as geographic region, sales marketplace, reporting period.""",Attributedorderratenewtobrand14d
CC_I2O_DATA_PRE_STG,ad_sb_keyword_report,attributedSalesNewToBrand14d,"""Stage table focused on ad sb keyword highlighted by fields such as geographic region, sales marketplace, reporting period.""",Attributedsalesnewtobrand14d
CC_I2O_DATA_PRE_STG,ad_sb_keyword_report,attributedSalesNewToBrandPercentage14d,"""Stage table focused on ad sb keyword highlighted by fields such as geographic region, sales marketplace, reporting period.""",Attributedsalesnewtobrandpercentage14d
CC_I2O_DATA_PRE_STG,ad_sb_keyword_report,attributedUnitsOrderedNewToBrand14d,"""Stage table focused on ad sb keyword highlighted by fields such as geographic region, sales marketplace, reporting period.""",Attributedunitsorderednewtobrand14d
CC_I2O_DATA_PRE_STG,ad_sb_keyword_report,attributedUnitsOrderedNewToBrandPercentage14d,"""Stage table focused on ad sb keyword highlighted by fields such as geographic region, sales marketplace, reporting period.""",Attributedunitsorderednewtobrandpercentage14d
CC_I2O_DATA_PRE_STG,ad_sb_keyword_report,unitsSold14d,"""Stage table focused on ad sb keyword highlighted by fields such as geographic region, sales marketplace, reporting period.""",Unitssold14d
CC_I2O_DATA_PRE_STG,ad_sb_keyword_report,dpv14d,"""Stage table focused on ad sb keyword highlighted by fields such as geographic region, sales marketplace, reporting period.""",Dpv14d
CC_I2O_DATA_PRE_STG,ad_sb_keyword_report,profile_id,"""Stage table focused on ad sb keyword highlighted by fields such as geographic region, sales marketplace, reporting period.""",Unique identifier for profile
CC_I2O_DATA_PRE_STG,ad_sb_keyword_report,account,"""Stage table focused on ad sb keyword highlighted by fields such as geographic region, sales marketplace, reporting period.""",Account
CC_I2O_DATA_PRE_STG,ad_sb_keyword_report,profile_name,"""Stage table focused on ad sb keyword highlighted by fields such as geographic region, sales marketplace, reporting period.""",Profile name
CC_I2O_DATA_PRE_STG,ad_sb_keyword_report,scrape_date,"""Stage table focused on ad sb keyword highlighted by fields such as geographic region, sales marketplace, reporting period.""",Scrape date
CC_I2O_DATA_PRE_STG,ad_sb_keyword_report,reporting_range,"""Stage table focused on ad sb keyword highlighted by fields such as geographic region, sales marketplace, reporting period.""",Reporting range
CC_I2O_DATA_PRE_STG,ad_sb_keyword_report,data_level,"""Stage table focused on ad sb keyword highlighted by fields such as geographic region, sales marketplace, reporting period.""",Data level
CC_I2O_DATA_PRE_STG,ad_sb_keyword_report,product_code_type,"""Stage table focused on ad sb keyword highlighted by fields such as geographic region, sales marketplace, reporting period.""",Product code type
CC_I2O_DATA_PRE_STG,ad_sb_keyword_report,source_system_id,"""Stage table focused on ad sb keyword highlighted by fields such as geographic region, sales marketplace, reporting period.""",Unique identifier for source system
CC_I2O_DATA_PRE_STG,ad_sb_keyword_report,load_id,"""Stage table focused on ad sb keyword highlighted by fields such as geographic region, sales marketplace, reporting period.""",Unique identifier for load
CC_I2O_DATA_PRE_STG,ad_sb_keyword_search_term_report,period,"""Stage table focused on ad sb keyword search term highlighted by fields such as geographic region, sales marketplace, reporting period.""",Reporting period
CC_I2O_DATA_PRE_STG,ad_sb_keyword_search_term_report,org_type,"""Stage table focused on ad sb keyword search term highlighted by fields such as geographic region, sales marketplace, reporting period.""",Organization type
CC_I2O_DATA_PRE_STG,ad_sb_keyword_search_term_report,region,"""Stage table focused on ad sb keyword search term highlighted by fields such as geographic region, sales marketplace, reporting period.""",Geographic region
CC_I2O_DATA_PRE_STG,ad_sb_keyword_search_term_report,marketplace,"""Stage table focused on ad sb keyword search term highlighted by fields such as geographic region, sales marketplace, reporting period.""",Sales marketplace
CC_I2O_DATA_PRE_STG,ad_sb_keyword_search_term_report,profile_id,"""Stage table focused on ad sb keyword search term highlighted by fields such as geographic region, sales marketplace, reporting period.""",Unique identifier for profile
CC_I2O_DATA_PRE_STG,ad_sb_keyword_search_term_report,account,"""Stage table focused on ad sb keyword search term highlighted by fields such as geographic region, sales marketplace, reporting period.""",Account
CC_I2O_DATA_PRE_STG,ad_sb_keyword_search_term_report,profile_name,"""Stage table focused on ad sb keyword search term highlighted by fields such as geographic region, sales marketplace, reporting period.""",Profile name
CC_I2O_DATA_PRE_STG,ad_sb_keyword_search_term_report,scrape_date,"""Stage table focused on ad sb keyword search term highlighted by fields such as geographic region, sales marketplace, reporting period.""",Scrape date
CC_I2O_DATA_PRE_STG,ad_sb_keyword_search_term_report,campaignName,"""Stage table focused on ad sb keyword search term highlighted by fields such as geographic region, sales marketplace, reporting period.""",Campaignname
CC_I2O_DATA_PRE_STG,ad_sb_keyword_search_term_report,campaignId,"""Stage table focused on ad sb keyword search term highlighted by fields such as geographic region, sales marketplace, reporting period.""",Campaignid
CC_I2O_DATA_PRE_STG,ad_sb_keyword_search_term_report,campaignStatus,"""Stage table focused on ad sb keyword search term highlighted by fields such as geographic region, sales marketplace, reporting period.""",Campaignstatus
CC_I2O_DATA_PRE_STG,ad_sb_keyword_search_term_report,campaignBudget,"""Stage table focused on ad sb keyword search term highlighted by fields such as geographic region, sales marketplace, reporting period.""",Campaignbudget
CC_I2O_DATA_PRE_STG,ad_sb_keyword_search_term_report,campaignBudgetType,"""Stage table focused on ad sb keyword search term highlighted by fields such as geographic region, sales marketplace, reporting period.""",Campaignbudgettype
CC_I2O_DATA_PRE_STG,ad_sb_keyword_search_term_report,adGroupName,"""Stage table focused on ad sb keyword search term highlighted by fields such as geographic region, sales marketplace, reporting period.""",Adgroupname
CC_I2O_DATA_PRE_STG,ad_sb_keyword_search_term_report,adGroupId,"""Stage table focused on ad sb keyword search term highlighted by fields such as geographic region, sales marketplace, reporting period.""",Adgroupid
CC_I2O_DATA_PRE_STG,ad_sb_keyword_search_term_report,keywordId,"""Stage table focused on ad sb keyword search term highlighted by fields such as geographic region, sales marketplace, reporting period.""",Keywordid
CC_I2O_DATA_PRE_STG,ad_sb_keyword_search_term_report,keywordText,"""Stage table focused on ad sb keyword search term highlighted by fields such as geographic region, sales marketplace, reporting period.""",Keywordtext
CC_I2O_DATA_PRE_STG,ad_sb_keyword_search_term_report,keywordBid,"""Stage table focused on ad sb keyword search term highlighted by fields such as geographic region, sales marketplace, reporting period.""",Keywordbid
CC_I2O_DATA_PRE_STG,ad_sb_keyword_search_term_report,keywordStatus,"""Stage table focused on ad sb keyword search term highlighted by fields such as geographic region, sales marketplace, reporting period.""",Keywordstatus
CC_I2O_DATA_PRE_STG,ad_sb_keyword_search_term_report,matchType,"""Stage table focused on ad sb keyword search term highlighted by fields such as geographic region, sales marketplace, reporting period.""",Matchtype
CC_I2O_DATA_PRE_STG,ad_sb_keyword_search_term_report,impressions,"""Stage table focused on ad sb keyword search term highlighted by fields such as geographic region, sales marketplace, reporting period.""",Impressions metric
CC_I2O_DATA_PRE_STG,ad_sb_keyword_search_term_report,clicks,"""Stage table focused on ad sb keyword search term highlighted by fields such as geographic region, sales marketplace, reporting period.""",Clicks metric
CC_I2O_DATA_PRE_STG,ad_sb_keyword_search_term_report,cost,"""Stage table focused on ad sb keyword search term highlighted by fields such as geographic region, sales marketplace, reporting period.""",Metric amount metric
CC_I2O_DATA_PRE_STG,ad_sb_keyword_search_term_report,attributedSales14d,"""Stage table focused on ad sb keyword search term highlighted by fields such as geographic region, sales marketplace, reporting period.""",Attributedsales14d
CC_I2O_DATA_PRE_STG,ad_sb_keyword_search_term_report,attributedConversions14d,"""Stage table focused on ad sb keyword search term highlighted by fields such as geographic region, sales marketplace, reporting period.""",Attributedconversions14d
CC_I2O_DATA_PRE_STG,ad_sb_keyword_search_term_report,query,"""Stage table focused on ad sb keyword search term highlighted by fields such as geographic region, sales marketplace, reporting period.""",Query
CC_I2O_DATA_PRE_STG,ad_sb_keyword_search_term_report,reporting_range,"""Stage table focused on ad sb keyword search term highlighted by fields such as geographic region, sales marketplace, reporting period.""",Reporting range
CC_I2O_DATA_PRE_STG,ad_sb_keyword_search_term_report,data_level,"""Stage table focused on ad sb keyword search term highlighted by fields such as geographic region, sales marketplace, reporting period.""",Data level
CC_I2O_DATA_PRE_STG,ad_sb_keyword_search_term_report,product_code_type,"""Stage table focused on ad sb keyword search term highlighted by fields such as geographic region, sales marketplace, reporting period.""",Product code type
CC_I2O_DATA_PRE_STG,ad_sb_keyword_search_term_report,source_system_id,"""Stage table focused on ad sb keyword search term highlighted by fields such as geographic region, sales marketplace, reporting period.""",Unique identifier for source system
CC_I2O_DATA_PRE_STG,ad_sb_keyword_search_term_report,load_id,"""Stage table focused on ad sb keyword search term highlighted by fields such as geographic region, sales marketplace, reporting period.""",Unique identifier for load
CC_I2O_DATA_PRE_STG,ad_sd_campaign_master,org_type,"""Stage table covering master reference focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace.""",Organization type
CC_I2O_DATA_PRE_STG,ad_sd_campaign_master,region,"""Stage table covering master reference focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace.""",Geographic region
CC_I2O_DATA_PRE_STG,ad_sd_campaign_master,marketplace,"""Stage table covering master reference focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace.""",Sales marketplace
CC_I2O_DATA_PRE_STG,ad_sd_campaign_master,profile_id,"""Stage table covering master reference focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace.""",Unique identifier for profile
CC_I2O_DATA_PRE_STG,ad_sd_campaign_master,enddate,"""Stage table covering master reference focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace.""",Enddate
CC_I2O_DATA_PRE_STG,ad_sd_campaign_master,account,"""Stage table covering master reference focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace.""",Account
CC_I2O_DATA_PRE_STG,ad_sd_campaign_master,profile_name,"""Stage table covering master reference focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace.""",Profile name
CC_I2O_DATA_PRE_STG,ad_sd_campaign_master,scrape_date,"""Stage table covering master reference focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace.""",Scrape date
CC_I2O_DATA_PRE_STG,ad_sd_campaign_master,budget,"""Stage table covering master reference focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace.""",Budget
CC_I2O_DATA_PRE_STG,ad_sd_campaign_master,budgettype,"""Stage table covering master reference focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace.""",Budgettype
CC_I2O_DATA_PRE_STG,ad_sd_campaign_master,costtype,"""Stage table covering master reference focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace.""",Costtype
CC_I2O_DATA_PRE_STG,ad_sd_campaign_master,campaignid,"""Stage table covering master reference focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace.""",Campaignid
CC_I2O_DATA_PRE_STG,ad_sd_campaign_master,deliveryprofile,"""Stage table covering master reference focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace.""",Deliveryprofile
CC_I2O_DATA_PRE_STG,ad_sd_campaign_master,name,"""Stage table covering master reference focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace.""",Name value
CC_I2O_DATA_PRE_STG,ad_sd_campaign_master,startdate,"""Stage table covering master reference focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace.""",Startdate
CC_I2O_DATA_PRE_STG,ad_sd_campaign_master,state,"""Stage table covering master reference focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace.""",State or province
CC_I2O_DATA_PRE_STG,ad_sd_campaign_master,tactic,"""Stage table covering master reference focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace.""",Tactic
CC_I2O_DATA_PRE_STG,ad_sd_campaign_master,targetingtype,"""Stage table covering master reference focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace.""",Targetingtype
CC_I2O_DATA_PRE_STG,ad_sd_campaign_master,reporting_range,"""Stage table covering master reference focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace.""",Reporting range
CC_I2O_DATA_PRE_STG,ad_sd_campaign_master,data_level,"""Stage table covering master reference focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace.""",Data level
CC_I2O_DATA_PRE_STG,ad_sd_campaign_master,product_code_type,"""Stage table covering master reference focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace.""",Product code type
CC_I2O_DATA_PRE_STG,ad_sd_campaign_master,source_system_id,"""Stage table covering master reference focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace.""",Unique identifier for source system
CC_I2O_DATA_PRE_STG,ad_sd_campaign_master,load_id,"""Stage table covering master reference focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace.""",Unique identifier for load
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,org_type,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Organization type
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,region,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Geographic region
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,marketplace,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Sales marketplace
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,profile_id,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Unique identifier for profile
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,account,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Account
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,profile_name,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Profile name
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,addToCart,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Addtocart
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,addToCartClicks,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Addtocartclicks
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,addToCartRate,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Addtocartrate
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,addToCartViews,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Addtocartviews
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,viewAttributedBrandedSearches14d,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Viewattributedbrandedsearches14d
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,attributedBrandedSearches14d,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Attributedbrandedsearches14d
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,brandedSearchesViews,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Brandedsearchesviews
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,brandedSearchRate,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Brandedsearchrate
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,campaignBudgetCurrencyCode,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Campaignbudgetcurrencycode
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,campaignId,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Campaignid
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,campaignName,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Campaignname
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,clicks,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Clicks metric
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,cost,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Metric amount metric
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,date,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Calendar date
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,campaignBudget,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Campaignbudget
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,campaignStatus,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Campaignstatus
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,costType,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Costtype
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,viewAttributedSalesNewToBrand14d,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Viewattributedsalesnewtobrand14d
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,viewAttributedDetailPageView14d,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Viewattributeddetailpageview14d
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,attributedDetailPageView14d,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Attributeddetailpageview14d
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,eCPAddToCart,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Ecpaddtocart
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,eCPBrandSearch,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Ecpbrandsearch
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,impressions,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Impressions metric
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,viewImpressions,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Viewimpressions
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,leadFormOpens,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Leadformopens
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,leads,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Leads
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,linkOuts,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Linkouts
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,viewAttributedOrdersNewToBrand14d,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Viewattributedordersnewtobrand14d
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,attributedOrdersNewToBrand14d,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Attributedordersnewtobrand14d
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,attributedSalesNewToBrand14d,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Attributedsalesnewtobrand14d
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,viewAttributedUnitsOrderedNewToBrand14d,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Viewattributedunitsorderednewtobrand14d
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,attributedUnitsOrderedNewToBrand14d,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Attributedunitsorderednewtobrand14d
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,viewAttributedConversions14d,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Viewattributedconversions14d
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,attributedConversions14d,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Attributedconversions14d
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,attributedConversions14dSameSKU,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Attributedconversions14dsamesku
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,viewAttributedSales14d,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Viewattributedsales14d
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,attributedSales14d,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Attributedsales14d
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,attributedSales14dSameSKU,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Attributedsales14dsamesku
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,viewAttributedUnitsOrdered14d,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Viewattributedunitsordered14d
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,attributedUnitsOrdered14d,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Attributedunitsordered14d
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,videoCompleteViews,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Videocompleteviews
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,videoFirstQuartileViews,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Videofirstquartileviews
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,videoMidpointViews,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Videomidpointviews
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,videoThirdQuartileViews,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Videothirdquartileviews
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,videoUnmutes,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Videounmutes
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,vtr,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Vtr
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,vctr,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Vctr
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,addToList,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Addtolist
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,addToListFromClicks,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Addtolistfromclicks
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,addToListFromViews,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Addtolistfromviews
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,qualifiedBorrows,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Qualifiedborrows
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,qualifiedBorrowsFromClicks,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Qualifiedborrowsfromclicks
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,qualifiedBorrowsFromViews,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Qualifiedborrowsfromviews
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,royaltyQualifiedBorrows,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Royaltyqualifiedborrows
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,royaltyQualifiedBorrowsFromClicks,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Royaltyqualifiedborrowsfromclicks
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,royaltyQualifiedBorrowsFromViews,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Royaltyqualifiedborrowsfromviews
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,scrape_date,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Scrape date
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,reporting_range,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Reporting range
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,source_system_id,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Unique identifier for source system
CC_I2O_DATA_PRE_STG,ad_sd_campaign_report,load_id,"""Stage table focused on ad sd campaign highlighted by fields such as geographic region, sales marketplace, calendar date.""",Unique identifier for load
CC_I2O_DATA_PRE_STG,ad_sd_productad_master,org_type,"""Stage table covering master reference focused on ad sd productad highlighted by fields such as amazon asin identifier, geographic region, sales marketplace.""",Organization type
CC_I2O_DATA_PRE_STG,ad_sd_productad_master,region,"""Stage table covering master reference focused on ad sd productad highlighted by fields such as amazon asin identifier, geographic region, sales marketplace.""",Geographic region
